name,price,description,specifications
Эмаль для крыш МetalKID по оцинковке металлочерепице Сигнально синяя RAL5005 2 кг,770,"['Область применения: для кровли', 'Состав,: модифицированная алкидная смола', 'Срок службы,: 4 года']","{""Область применения"": ""для кровли"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Тип поверхности"": ""сталь / минеральные поверхности"", ""Колеровка"": ""готовый цвет"", ""Срок службы,"": ""4 года"", ""Состав,"": ""модифицированная алкидная смола"", ""Бренд"": ""MetalKID"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""RAL 5005 сигнальный синий"", ""Разбавитель (растворитель)"": ""сольвент / ксилол"", ""Способ нанесения"": ""кисть / валик / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Время высыхания на отлип, (ч)"": ""8"", ""Расход (1 слой), (г/кв.м)"": ""90-130"", ""Температура применения, (град. C)"": ""не ниже +5"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания первого слоя (ч)"": ""8"", ""Фасовка, (кг)"": ""2""}"
Воск Cera di Veneziano Nova Decorazza DCDV-1 ,8 649,"['Бренд: Decorazza', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Бренд"": ""Decorazza"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Способ нанесения"": ""шпатель / кельма"", ""Время полного высыхания (ч)"": ""24"", ""Расход, (л/кв.м)"": ""0,05-0,10"", ""Тип работ"": ""внутренние работы"", ""Температура применения, (град. C)"": ""от+15 до +25°С"", ""Основа,"": ""акриловая"", ""Вид материала"": ""Защитный состав"", ""Подготовка основания"": ""под покраску""}"
Лак TEKNOS Helo 40 Бесцветный полуглянцевый - 9 л,8 099,"['Бренд: TEKNOS', 'Страна производителя: ФИНЛЯНДИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для паркета / для надводного борта / для окон и дверей / для изделий из древесины"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""автоматическая / готовый цвет"", ""Состав,"": ""полиуритановый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""TEKNOS"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""сольвент TEKNOSOLV 1621"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""16"", ""Температура применения, (град. C)"": ""выше +10 °С"", ""Рекомендованное количество слоев покрытия"": ""1-3"", ""Расход (1 слой), (кв.м/л)"": ""14"", ""Время высыхания между слоями (ч)"": ""16"", ""Тип поверхности"": ""дерево"", ""Фасовка (л)"": ""9""}"
Лак полиуретановый TEKNOS Helo Aqua 40 полуглянцевый Бесцветный,5 499,"['Бренд: TEKNOS', 'Страна производителя: ФИНЛЯНДИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""обычная"", ""Колеровка"": ""автоматическая / готовый цвет"", ""Состав,"": ""полиуритановый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""TEKNOS"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный"", ""Способ нанесения"": ""кисть"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""от +10"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""10м2"", ""Время высыхания между слоями (ч)"": ""1 час после первого слоя, 3 часа после нанесения 2 слоя"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""дерево / оштукатуренная поверхность"", ""Фасовка (л)"": ""2.7""}"
Перламутровое лессирующее покрытие Decorazza Perla Vernici Argento - 2.5 л,5 299,"['Бренд: Decorazza', 'Страна производителя: РОССИЯ', 'Цвет: Argento']","{""Бренд"": ""Decorazza"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""Argento"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Расход, (л/кв.м)"": ""0.1 - 0.2"", ""Тип работ"": ""внутренние работы"", ""Температура применения, (град. C)"": ""5 - 25""}"
Лессирующая краска Vincent Decor Cire Deco - 2.5 л,4 880,"['Бренд: Vincent Decor', 'Страна производителя: РОССИЯ', 'Цвет: белый']","{""Бренд"": ""Vincent Decor"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик"", ""Время полного высыхания (ч)"": ""12"", ""Эффект,"": ""\""мазанка\"" / \""патина\"""", ""Расход, (л/кв.м)"": ""0,10–0,12"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Вид материала"": ""Краска"", ""Подготовка основания"": ""под покраску""}"
Лак интерьерный Tikkurila PANEELI-ASSA EXPERT полуматовый бесцветный база EP (2.7л),4 070,"['Выбор фасовки: маленькая, до 3л(кг)', 'Бренд: Tikkurila', 'Страна производителя: РОССИЯ']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для жилых и офисных помещений / внутрение стены / стены / для стен / потолки"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""да"", ""Состав,"": ""водный"", ""Готовность к применению"": ""готов к применению"", ""Выбор фасовки"": ""маленькая, до 3л(кг)"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / краскораспылитель / аппликатор"", ""Время полного высыхания (ч)"": ""48"", ""Сертификаты"": ""для детских и лечебных учреждений"", ""Температура применения, (град. C)"": ""от +10"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""8-12"", ""Время высыхания между слоями (ч)"": ""2-3"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / дерево / ДВП / ДСП"", ""Фасовка (л)"": ""2.7"", ""Базис"": ""EP""}"
Лессирующий матовый состав Decorazza Cera Decor - 1 л,3 699,"['Бренд: Decorazza', 'Страна производителя: РОССИЯ', 'Цвет: прозрачный']","{""Бренд"": ""Decorazza"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""прозрачный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик"", ""Расход, (л/кв.м)"": ""0.1 - 0.2"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Температура применения, (град. C)"": ""5 - 25"", ""Подготовка основания"": ""не требует""}"
Лак универсальный для мебели TIKKURILA KIVA 30 Бесцветный полуматовый,3 740,"['Бренд: Tikkurila', 'Страна производителя: ФИНЛЯНДИЯ', 'Цвет: бесцветный(база ЕР)']","{""Тип работ"": ""внутренние работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Колеровка"": ""автоматическая / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный(база ЕР)"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""8-14"", ""Время высыхания между слоями (ч)"": ""2-3"", ""Тип поверхности"": ""дерево / ДВП / ДСП"", ""Фасовка (л)"": ""2.7"", ""Базис"": ""EP""}"
Лак яхтный Yacht матовый бесцветный Belinka (2.7л),3 609,"['Бренд: Belinka', 'Страна производителя: СЛОВЕНИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для изделий из древесины"", ""Степень блеска поверхности"": ""матовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""нет"", ""Состав,"": ""алкидная смола"", ""Готовность к применению"": ""готов к применению"", ""Срок службы,"": ""более 7 лет"", ""Бренд"": ""Belinka"", ""Страна производителя"": ""СЛОВЕНИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""уайт-спирит"", ""Способ нанесения"": ""кисть / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""не ниже 0"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""150"", ""Время высыхания между слоями (ч)"": ""24"", ""Защита от плесени, грибка"": ""да"", ""Фасовка (л)"": ""2.7""}"
Перламутровое лессирующее покрытие Decorazza Perla Vernici Oro - 1 л,3 330,"['Бренд: Decorazza', 'Страна производителя: РОССИЯ', 'Цвет: Oro (золотой)']","{""Бренд"": ""Decorazza"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""Oro (золотой)"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Расход, (л/кв.м)"": ""0.1 - 0.2"", ""Тип работ"": ""внутренние работы"", ""Температура применения, (град. C)"": ""5 - 25""}"
Лессирующая краска Vincent Decor Cire Deco Base Metallisee Perle - 0.8 л,2 599,"['Бренд: Vincent Decor', 'Страна производителя: РОССИЯ', 'Цвет: жемчужный']","{""Бренд"": ""Vincent Decor"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""жемчужный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / кельма"", ""Время полного высыхания (ч)"": ""12"", ""Эффект,"": ""\""мазанка\"" / \""патина\"""", ""Расход, (л/кв.м)"": ""0,10-0,12"", ""Тип работ"": ""внутренние работы"", ""Основа,"": ""акриловая"", ""Вид материала"": ""Краска"", ""Подготовка основания"": ""под покраску""}"
Перламутровое лессирующее покрытие Decorazza Perla Vernici Argento - 1 л,2 350,"['Бренд: Decorazza', 'Страна производителя: РОССИЯ', 'Цвет: Argento']","{""Бренд"": ""Decorazza"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""Argento"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / шпатель"", ""Расход, (л/кв.м)"": ""0.1 - 0.2"", ""Тип работ"": ""внутренние работы"", ""Температура применения, (град. C)"": ""5 - 25""}"
Защитный лак Vincent Decor Decorum Vernis полуматовый - 1 л,2 140,"['Бренд: Vincent Decor', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный лак']","{""Бренд"": ""Vincent Decor"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный лак"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""валик"", ""Температура эксплуатации, (град. C)"": ""+10"", ""Расход, (л/кв.м)"": ""0,1"", ""Расход (1 слой), (г/кв.м)"": ""100"", ""Тип работ"": ""внутренние работы"", ""Температура применения, (град. C)"": ""+10"", ""Основа,"": ""акриловая"", ""Подготовка основания"": ""под покраску""}"
Лак полиуретановый универсальный МУЛЬТИПРОТЕКТ-ПУ (2.4л),2 099,"['Бренд: МультиПротект', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Состав,"": ""полиуритановый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""МультиПротект"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""ацетон / ксилол"", ""Способ нанесения"": ""кисть / валик"", ""Время полного высыхания (ч)"": ""72-120"", ""Температура применения, (град. C)"": ""-15 +40"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""0,15 - 0,2л"", ""Время высыхания между слоями (ч)"": ""4-12"", ""Тип поверхности"": ""бетон / натуральный камень / дерево"", ""Фасовка (л)"": ""2.4""}"
Лак мебельный Symphony PREMIERA шелковисто-матовый база EP бесцветный (2.7л),1 999,"['Бренд: Symphony', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""стены / для мебели / потолки"", ""Степень блеска поверхности"": ""шелковисто матовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""да"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Symphony"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""1"", ""Сертификаты"": ""для детских и лечебных учреждений"", ""Температура применения, (град. C)"": ""не ниже +5"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""6-13"", ""Время высыхания между слоями (ч)"": ""2-3"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""бетон / дерево / пластик / ПВХ / ДВП / ДСП / металл"", ""Фасовка (л)"": ""2.7"", ""Базис"": ""EP""}"
Лак полиуретановый TEKNOS Helo Aqua 80 глянцевый Бесцветный,1 780,"['Бренд: TEKNOS', 'Страна производителя: ФИНЛЯНДИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для паркета / для мебели"", ""Степень блеска поверхности"": ""глянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""обычная"", ""Колеровка"": ""автоматическая / готовый цвет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""TEKNOS"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный"", ""Способ нанесения"": ""кисть"", ""Время полного высыхания (ч)"": ""24"", ""Температура применения, (град. C)"": ""от +10"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""10м2"", ""Время высыхания между слоями (ч)"": ""после нанесения 1 слоя - 1 час, после нанесения 2 слоя - 3 часа"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""гладкая"", ""Фасовка (л)"": ""0.9""}"
Лак мебельный Symphony PREMIERA матовый база EP бесцветный (2.7л),1 999,"['Бренд: Symphony', 'Страна производителя: РОССИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""стены / для мебели / потолки"", ""Степень блеска поверхности"": ""матовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""усиленная"", ""Колеровка"": ""да"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""Symphony"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""1"", ""Сертификаты"": ""для детских и лечебных учреждений"", ""Температура применения, (град. C)"": ""не ниже +5"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""6-13"", ""Время высыхания между слоями (ч)"": ""2-3"", ""Защита от плесени, грибка"": ""нет"", ""Тип поверхности"": ""бетон / дерево / пластик / ПВХ / ДВП / ДСП / металл"", ""Фасовка (л)"": ""2.7"", ""Базис"": ""EP""}"
"Сир Деко база Металлизе Золото лессирующая матовая, Vincent Decor (0.8л)",1 760,"['Бренд: Vincent Decor', 'Страна производителя: РОССИЯ', 'Цвет: золото']","{""Бренд"": ""Vincent Decor"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""золото"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / кельма"", ""Время полного высыхания (ч)"": ""12"", ""Эффект,"": ""\""мазанка\"" / \""патина\"""", ""Расход, (л/кв.м)"": ""0,10-0,12"", ""Тип работ"": ""внутренние работы"", ""Основа,"": ""акриловая"", ""Вид материала"": ""Краска"", ""Подготовка основания"": ""под покраску""}"
Лак интерьерный Tikkurila PANEELI-ASSA EXPERT полуматовый бесцветная база EP (0.9л),1 430,"['Выбор фасовки: маленькая, до 3л(кг)', 'Бренд: Tikkurila', 'Страна производителя: РОССИЯ']","{""Тип работ"": ""внутренние работы"", ""Область применения"": ""для жилых и офисных помещений / внутрение стены / стены / для стен / потолки"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Защита от УФ-излучения (солнца)"": ""нет"", ""Колеровка"": ""да"", ""Состав,"": ""водный"", ""Готовность к применению"": ""готов к применению"", ""Выбор фасовки"": ""маленькая, до 3л(кг)"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / краскораспылитель / аппликатор"", ""Время полного высыхания (ч)"": ""48"", ""Сертификаты"": ""для детских и лечебных учреждений"", ""Температура применения, (град. C)"": ""от +10"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""8-12"", ""Время высыхания между слоями (ч)"": ""2-3"", ""Защита от плесени, грибка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / дерево / ДВП / ДСП"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""EP""}"
Защитное лессирующее покрытие Decorazza Pastello Vernici - 1 кг,1 339,"['Бренд: Decorazza', 'Страна производителя: РОССИЯ', 'Способ нанесения: кисть / шпатель']","{""Бренд"": ""Decorazza"", ""Страна производителя"": ""РОССИЯ"", ""Способ нанесения"": ""кисть / шпатель"", ""Расход, (л/кв.м)"": ""0.1"", ""Тип работ"": ""внутренние работы"", ""Температура применения, (град. C)"": ""5 - 25"", ""Вид материала"": ""Лаки для декора"", ""Подготовка основания"": ""под покраску""}"
Лак для внутренних поверхностей TEKNOS NATURA 40 Бесцветный полуглянцевый,1 180,"['Бренд: TEKNOS', 'Страна производителя: ФИНЛЯНДИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Степень блеска поверхности"": ""полуглянцевая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Колеровка"": ""автоматическая / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""TEKNOS"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""8"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""3"", ""Расход (1 слой), (кв.м/л)"": ""8-14"", ""Время высыхания между слоями (ч)"": ""1"", ""Тип поверхности"": ""дерево / ДВП / ДСП"", ""Фасовка (л)"": ""0.9""}"
Лак для внутренних поверхностей TEKNOS NATURA 15 Бесцветный полуматовый,1 099,"['Бренд: TEKNOS', 'Страна производителя: ФИНЛЯНДИЯ', 'Цвет: бесцветный']","{""Тип работ"": ""внутренние работы"", ""Степень блеска поверхности"": ""полуматовая"", ""Вид покрытия"": ""оставляет природный рисунок древесины"", ""Колеровка"": ""автоматическая / готовый цвет"", ""Состав,"": ""акриловый"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""TEKNOS"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""8"", ""Температура применения, (град. C)"": ""от +5"", ""Рекомендованное количество слоев покрытия"": ""3"", ""Расход (1 слой), (кв.м/л)"": ""8-14"", ""Время высыхания между слоями (ч)"": ""1"", ""Тип поверхности"": ""дерево / ДВП / ДСП"", ""Фасовка (л)"": ""0.9""}"
Краска для плит OSB NEOMID для внутренних и наружных работ 7 кг,2 099,"['Степень блеска поверхности: полуматовая', 'Состав,: акриловый', 'Бренд: NEOMID']","{""Степень блеска поверхности"": ""полуматовая"", ""Область применения"": ""для изделий из древесины / для ДВП / для ДСП"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Тип поверхности"": ""кирпич / бетон / гипс / дерево / ДСП / минеральные поверхности / пенополистерол / OSB / ОСБ / SIP"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""NEOMID"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Способ нанесения"": ""кисть / валик"", ""Время полного высыхания (ч)"": ""24"", ""Расход (1 слой), (г/кв.м)"": ""150-200"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Время высыхания между слоями (ч)"": ""24"", ""Фасовка, (кг)"": ""7""}"
Краска-Грунт NEOMID для плит OSB 3 в 1 14 кг,4 859,"['Степень блеска поверхности: полуматовая', 'Состав,: акриловый', 'Бренд: NEOMID']","{""Степень блеска поверхности"": ""полуматовая"", ""Область применения"": ""для изделий из древесины / для ДСП"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Тип поверхности"": ""кирпич / бетон / гипс / дерево / ДСП / минеральные поверхности / пенополистерол / OSB / ОСБ / SIP"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""NEOMID"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Расход (1 слой), (г/кв.м)"": ""150-200"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Время высыхания между слоями (ч)"": ""3"", ""Фасовка, (кг)"": ""14""}"
Краска для фасадов особопрочная DALI база С матовая - 5 л,2 834,"['Область применения: стены / потолки', 'Состав,: акриловый', 'Срок службы,: 10 лет']","{""Степень блеска поверхности"": ""глубокоматовая"", ""Область применения"": ""стены / потолки"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""кирпич / бетон / гипс / минеральные поверхности / оштукатуренная поверхность"", ""Срок службы,"": ""10 лет"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""2"", ""Сертификаты"": ""пожарной безопасности"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""12"", ""Время высыхания между слоями (ч)"": ""1"", ""Фасовка (л)"": ""5"", ""Базис"": ""C""}"
Краска-Грунт NEOMID для плит OSB 3 в 1 7 кг,2 530,"['Степень блеска поверхности: полуматовая', 'Состав,: акриловый', 'Бренд: NEOMID']","{""Степень блеска поверхности"": ""полуматовая"", ""Область применения"": ""для изделий из древесины / для ДСП"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Тип поверхности"": ""кирпич / бетон / гипс / дерево / ДСП / минеральные поверхности / пенополистерол / OSB / ОСБ / SIP"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""NEOMID"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Расход (1 слой), (г/кв.м)"": ""150-200"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Время высыхания между слоями (ч)"": ""3"", ""Фасовка, (кг)"": ""7""}"
Фасадная краска SYMPHONY EURO-Balance Facade Aqua силоксан LC 10327 2.7 л,2 050,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Тип поверхности: кирпич / бетон']","{""Степень блеска поверхности"": ""матовая"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""да"", ""Тип поверхности"": ""кирпич / бетон"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Symphony"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Артикул"": ""10327"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""6 – 10"", ""Время высыхания между слоями (ч)"": ""0.5"", ""Фасовка (л)"": ""2.7""}"
Краска-грунт по OSB DALI армированная (База С) 3 кг,1 490,"['Область применения: для стен / потолки', 'Степень блеска поверхности: матовая', 'Состав,: акриловый']","{""Степень блеска поверхности"": ""матовая"", ""Область применения"": ""для стен / потолки"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""ДВП / ДСП / минеральные поверхности / ГКЛ"", ""Срок службы,"": ""5 лет"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Расход (1 слой), (кв.м/л)"": ""1кг до 10м2"", ""Время высыхания между слоями (ч)"": ""1-2"", ""Базис"": ""C"", ""Фасовка, (кг)"": ""3""}"
Краска для фасадов Лакра латексная Белая матовая - 6.5 кг,1 370,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Бренд: Лакра']","{""Степень блеска поверхности"": ""матовая"", ""Область применения"": ""стены внутри помещения / стены снаружи помещения / для влажных помещений"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / минеральные поверхности / оштукатуренная поверхность"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Лакра"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""1-2"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Расход (1 слой), (кв.м/л)"": ""6.5-7 м2/кг"", ""Время высыхания между слоями (ч)"": ""1"", ""Фасовка, (кг)"": ""6.5""}"
