name,price,description,specifications
Краска фасадная Marshall ФАСАД+ глубокоматовая База BW - 2.5 л,999,"['Область применения: для стен', 'Состав,: акриловый', 'Срок службы,: 8 лет']","{""Степень блеска поверхности"": ""глубокоматовая"", ""Область применения"": ""для стен"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""ручная / автоматическая / готовый цвет"", ""Тип поверхности"": ""кирпич / бетон / минеральные поверхности"", ""Срок службы,"": ""8 лет"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Marshall"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""2-4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""До 9 м2/л"", ""Время высыхания между слоями (ч)"": ""1"", ""Фасовка (л)"": ""2.5"", ""Базис"": ""BW""}"
Краска резиновая Dali для кровли цоколя фасада (База С) бесцветная 3 кг,1 385,"['Состав,: акриловый', 'Бренд: Dali', 'Страна производителя: РОССИЯ']","{""Степень блеска поверхности"": ""глубокоматовая"", ""Тип поверхности"": ""кирпич / бетон / дерево / ДВП / ДСП / минеральные поверхности / оштукатуренная поверхность / металл / ГКЛ"", ""Колеровка"": ""ручная / автоматическая"", ""Состав,"": ""акриловый"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный, прозрачный"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Время высыхания на отлип, (ч)"": ""0.25"", ""Расход (1 слой), (г/кв.м)"": ""100"", ""Температура применения, (град. C)"": ""от +10"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания первого слоя (ч)"": ""1"", ""Базис"": ""C"", ""Фасовка, (кг)"": ""3""}"
Краска резиновая Dali для кровли цоколя фасада красно-коричневый 3 кг,1 385,"['Состав,: акриловый', 'Бренд: Dali', 'Страна производителя: РОССИЯ']","{""Степень блеска поверхности"": ""глубокоматовая"", ""Тип поверхности"": ""кирпич / бетон / дерево / ДВП / ДСП / минеральные поверхности / оштукатуренная поверхность / металл / ГКЛ"", ""Колеровка"": ""готовый цвет"", ""Состав,"": ""акриловый"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Dali"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""красно-коричневый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Время высыхания на отлип, (ч)"": ""0.25"", ""Расход (1 слой), (г/кв.м)"": ""100"", ""Температура применения, (град. C)"": ""от +10"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Время высыхания первого слоя (ч)"": ""1"", ""Фасовка, (кг)"": ""3""}"
Краска фасадная Tikkurila Facade Silicon база С глубокоматовая - 0.9 л,1 070,"['Состав,: акриловый', 'Срок службы,: 12 лет', 'Тип работ: наружные работы']","{""Степень блеска поверхности"": ""глубокоматовая"", ""Область применения"": ""стены снаружи помещения"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""кирпич / бетон / минеральные поверхности / оштукатуренная поверхность"", ""Срок службы,"": ""12 лет"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Tikkurila"", ""Страна производителя"": ""ФИНЛЯНДИЯ"", ""Цвет"": ""бесцветный (под колеровку)"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""24"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""6-8 кв.м/л по ровной невпитывающей поверхности; 4-6 кв.м/л по неровной впитывающей поверхности"", ""Время высыхания между слоями (ч)"": ""12-24"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""C""}"
Краска фасадная Marshall ФАСАД+ глубокоматовая База BC - 2.5 л,999,"['Область применения: для стен', 'Состав,: акриловый', 'Срок службы,: 8 лет']","{""Степень блеска поверхности"": ""глубокоматовая"", ""Область применения"": ""для стен"", ""Защита от плесени, грибка"": ""нет"", ""Колеровка"": ""автоматическая"", ""Тип поверхности"": ""кирпич / бетон / минеральные поверхности"", ""Срок службы,"": ""8 лет"", ""Тип работ"": ""внутренние работы / наружные работы"", ""Бренд"": ""Marshall"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""2-4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""До 9 м2/л"", ""Время высыхания между слоями (ч)"": ""1"", ""Фасовка (л)"": ""2.5"", ""Базис"": ""BC""}"
Краска Dulux Professional Diamond Фасадная белый 1 л,930,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Срок службы,: 25 лет']","{""Степень блеска поверхности"": ""матовая"", ""Область применения"": ""стены снаружи помещения"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / дерево / минеральные поверхности / оштукатуренная поверхность / камень"", ""Срок службы,"": ""25 лет"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Dulux"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""16"", ""Время высыхания между слоями (ч)"": ""2"", ""Фасовка (л)"": ""1"", ""Базис"": ""BW""}"
Краска Dulux Professional Diamond Фасадная бесцветная 0.9 л,930,"['Степень блеска поверхности: матовая', 'Состав,: акриловый', 'Срок службы,: 25 лет']","{""Степень блеска поверхности"": ""матовая"", ""Область применения"": ""стены снаружи помещения"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / дерево / минеральные поверхности / оштукатуренная поверхность / камень"", ""Срок службы,"": ""25 лет"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Dulux"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""бесцветный"", ""Состав,"": ""акриловый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""16"", ""Время высыхания между слоями (ч)"": ""2"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""BC""}"
Краска Marshall Akrikor фасадная силикон-акриловая матовая BW (0.9л),660,"['Степень блеска поверхности: матовая', 'Состав,: акрилово-силиконовый', 'Срок службы,: 15 лет']","{""Степень блеска поверхности"": ""матовая"", ""Защита от плесени, грибка"": ""да"", ""Колеровка"": ""да"", ""Тип поверхности"": ""кирпич / бетон / оштукатуренная поверхность"", ""Срок службы,"": ""15 лет"", ""Тип работ"": ""наружные работы"", ""Бренд"": ""Marshall"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""белый"", ""Состав,"": ""акрилово-силиконовый"", ""Разбавитель (растворитель)"": ""вода"", ""Способ нанесения"": ""кисть / валик / краскораспылитель"", ""Время полного высыхания (ч)"": ""4"", ""Рекомендованное количество слоев покрытия"": ""2"", ""Расход (1 слой), (кв.м/л)"": ""10"", ""Время высыхания между слоями (ч)"": ""2"", ""Фасовка (л)"": ""0.9"", ""Базис"": ""BW""}"
Грунт-эмаль яхтная до -20°С ниже ватерлинии EXPRESSO RAL6029 зеленый (1.9кг),1 480,"['Бренд: EXPRESSO', 'Страна производителя: РОССИЯ', 'Цвет: зеленый']","{""Тип работ"": ""наружные работы"", ""Область применения"": ""для надводного борта"", ""Степень блеска поверхности"": ""матовая"", ""Тип поверхности"": ""дерево / пластик / ПВХ / минеральные поверхности / металл"", ""Колеровка"": ""нет"", ""Состав,"": ""акриловый / смолы"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""EXPRESSO"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""зеленый"", ""Способ нанесения"": ""кисть / валик / пневматическое"", ""Время полного высыхания (ч)"": ""4"", ""Расход (1 слой), (г/кв.м)"": ""300-350"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания между слоями (ч)"": ""2"", ""Поверхность готова к нагрузке (ч)"": ""72"", ""Фасовка, (кг)"": ""1.9""}"
Грунт-эмаль яхтная EXPRESSO RAL9005 черная 1.9 кг,1 480,"['Бренд: EXPRESSO', 'Страна производителя: РОССИЯ', 'Цвет: черный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для защиты и окраски цветных металлов / для защиты металла в агрессивной среде / для защиты бетонных поверхностей в агрессивной среде"", ""Степень блеска поверхности"": ""матовая"", ""Тип поверхности"": ""алюминий / дерево / пластик / ПВХ / минеральные поверхности / металл"", ""Колеровка"": ""готовый цвет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""EXPRESSO"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""черный"", ""Разбавитель (растворитель)"": ""ксилол"", ""Способ нанесения"": ""кисть / валик / безвоздушное"", ""Время полного высыхания (ч)"": ""4"", ""Расход (1 слой), (г/кв.м)"": ""300-350"", ""Температура применения, (град. C)"": ""от -20"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания между слоями (ч)"": ""2"", ""Поверхность готова к нагрузке (ч)"": ""72"", ""Фасовка, (кг)"": ""1.9""}"
Грунт-эмаль яхтная EXPRESSO RAL8017 шоколадный 1.9 кг,1 260,"['Бренд: EXPRESSO', 'Страна производителя: РОССИЯ', 'Цвет: шоколадный']","{""Тип работ"": ""внутренние работы / наружные работы"", ""Область применения"": ""для защиты и окраски цветных металлов / для защиты металла в агрессивной среде / для защиты бетонных поверхностей в агрессивной среде"", ""Степень блеска поверхности"": ""матовая"", ""Тип поверхности"": ""алюминий / дерево / пластик / ПВХ / минеральные поверхности / металл"", ""Колеровка"": ""готовый цвет"", ""Готовность к применению"": ""готов к применению"", ""Бренд"": ""EXPRESSO"", ""Страна производителя"": ""РОССИЯ"", ""Цвет"": ""шоколадный"", ""Разбавитель (растворитель)"": ""ксилол"", ""Способ нанесения"": ""кисть / валик / безвоздушное"", ""Время полного высыхания (ч)"": ""4"", ""Расход (1 слой), (г/кв.м)"": ""300-350"", ""Температура применения, (град. C)"": ""от -20"", ""Рекомендованное количество слоев покрытия"": ""2-3"", ""Время высыхания между слоями (ч)"": ""2"", ""Поверхность готова к нагрузке (ч)"": ""72"", ""Фасовка, (кг)"": ""1.9""}"
Краска для игрушек Biofa светло-красная 8005-3-34 (0.125л),554,"['Бренд: Biofa', 'Страна производителя: ГЕРМАНИЯ', 'Цвет: светло-красный']","{""Степень блеска поверхности"": ""матовая"", ""Колеровка"": ""нет"", ""Тип работ"": ""внутренние работы"", ""Бренд"": ""Biofa"", ""Страна производителя"": ""ГЕРМАНИЯ"", ""Цвет"": ""светло-красный"", ""Расход"": ""13-20 м2/л"", ""Состав,"": ""водный"", ""Разбавитель (растворитель)"": ""вода"", ""Артикул"": ""8005-3-34"", ""Готовность к применению"": ""готов к применению"", ""Способ нанесения"": ""кисть / окунание / краскораспылитель"", ""Время полного высыхания (ч)"": ""0.5"", ""Рекомендованное количество слоев покрытия"": ""1-2"", ""Фасовка (л)"": ""0.125""}"
